content,score,Label
Aplikasinya setelah di update hancur sekali hanya 3 fitur yg dapat dibuka selainya dikunci. Sudah saya coba sesuai saran dari admin untuk verifikasi akun dgn cara login dari fitur yang dikunci tdk bisa karena fitur yang dikunci juga tdk bisa dibuka. Tolong developer aplikasi diberitahu karena sudah banyak yang complain.,1,Negatif
"Lebih baik semua perubahan data melalui email, karna sangat lama diangkat nomornya, pulsa udh habis 100ribu juga belum terhubung ke cs, udh terhubung banyak sekali yg ditanyakan dan sangat lambat , lagi ngomong isi data, eh pulsa habis , mulai lg dari awal Mobile jkn tapi gak bisa edit data dan tidak lengkap",1,Negatif
"Asli ini aplikasi kenapa sih? Sudah beberapa kali mau memasukkan email , tp tetap gagal, msalahnya selalu pada bagian SMS, kodenya udah dikirim ke no kita, tp tiap mau diverifikasi, selalu saja jawabannya transaksi belum bisa dilakukan, sementara pulsa sudah disedot, sekali nerima kode , pulsa Rp 2000 melayang, padahal udaha beberapa kali nerima kode. Tolonglah diperbaiki",1,Negatif
"Aplikasi muter2 terus, ga bisa login min Yg jd probelem nya, captcha nya yg muter2 itu min, Di halaman utama juga sama, gambar2 iklan g muncul, Sebelumnya aman2 saja, tpi setelah update k yg baru, malah muter2 terus Pdhl jaringan bagus",1,Negatif
"Sy sudah 2 kali gagal melakukan pendaftaran untuk pendaftaran Pelayanan (Antrean), faskes rujukan tingkat lanjut. Pas ambil antrean, muncul notifikasi ""Nomor Antrean hanya dapat diambil 1 kali pada tanggal yang sama"", padahal nomor antrean nya belum muncul di aplikasi, yg harusnya muncul. Sy coba log off, trus log in kembali tetapi hasilnya sama. Setelah konfirmasi ke RS nya, tnyata Sdh ada masuk data antreannya, tapi tidak terupdate di aplikasi. Bisa lebih diupgrade lagi performa aplikasinya 🙏",3,
"Aplikasi nya tidak jelas ,saya belum pernah daftar tapi sudah punya akun,giliran pas mau masuk saya coba klik lupa password tapi nomor di sesuai yang di daftarkan ,bagaimana daftar aja belum,pas giliran daftar email dan nnomor telpon untuk verifikasi selalu tidak sesuai, maju gak bisa mundur gak bisa mendingan uniinstal aja lah ribet.",1,Negatif
"Ini aplikasi paling gak niat develop nya ya.. udah minta update terus tiap 2-3 minggu.. bukan makin cepet loadingnya, malah makin lemot.. udah gitu thumbnail untuk cek riwayat pembayaran malah ilang dongg...saya mau pastiin tagihan udah terbayar atau belum jadi gak bisa.. ganti aja kali developer app nya.. UPDATE review : Sudah lebih baik, sudah bisa akses riwayat pembayaran.. loading nya saja masih agak lama.. tapi jauh lebih baik dibanding versi sebelumnya..",4,Positif
"Ngurus autodebet ribet banget.. Verifikasi ootp gak masuk ke nomor telpon, padahal aktif, di reload lagi malah keteranganya ""permintaan kamu tidak dapat di proses"".. Ni aplikasi kok makin menyulitkan sih? Uda itu padahal uda daftarin email dan nomor telpon dengan benar, tapi tetep aja dibilang belum terdaftar",1,Negatif
"Mohon maaf bintangnya saya kurangin, karena setelah saya update malah gak bisa buka premi dan riwayat pembayaran di aplikasi padahal saya terbiasa ngecek pembayaran sudah terdebit atau belum lewat aplikasi ini. Kalo tidak di update tidak bisa buka aplikasi tapi setelah update malah gak bisa buka fasilitas dalam aplikasinya. Tolong dong perbaikannya.",3,
"Halo admin JKN yg TERHORMAT kenapa aplikasi terlalu begini,aplikasi selalu error tidak bisa di gunakan dengan baik, katika kita login, muncul nya, no NIK anda salah, anda telah gagal masuk sebanyak 2 kali, itu maksudnya apa?? Sedang kan semua data udah kita masukkan dengan BENAR, mohon untuk kerjasama nya,aplikasi ini terlalu meresahkan, bukan nya membantu, tapi malah buntung🥺 Dan kalo yg mau daftar munculnya (RESPONSE_06) (RESPONSE_DESC) jam askses tidak sesuai Itu maksut nya nya gimana ya🙏",1,Negatif
"Bintang 1 Setelah di update aplikasi tidak bisa untuk diubah datanya dan kartu elektronik bpjs tidak muncul, malahan versi sebelumnya justru bisa Jangan update tanpa mengetahui masalah di aplikasi, aplikasi harusnya untuk memudahkan malah sekarang jadi susah Jangan respon dan suruh telpon nomor ******* kalau layanan tidak bisa, ini untuk kebaikan semuanya juga",1,Negatif
"Baca ulasan isinya pada misuh2.. Ini mau log in susah amat, password uda benar, capctanya salah padahal uda benar. Uda di perbarui juga apknya. Gak bsa masuk berkali-kali, sinyal jg oke. Mana saya daftar bpjs online.. Nomor kartunya tdk hafal dan tdak saya catat.. Tidak ada kartu fisik... Kalaupun mau coba ganti password tidak bisa..krn tdk hapal nomor kartunya.. Kenapa ribet banget..tipikal administrasi pemerintahan dimana2 g prakts...Nomornya buaanyaaak banget buat administrasinya 🤦‍♀️🤷‍♀️",1,Negatif
"Aplikasi penghisap pulsa lebih dari drakula. Sdh punya akun masih diharuskan ganti password dengan biaya sekali permintaam OTP 760 dan tidak bakalan berhasil dengan cuman sekali OTP, Mesti berkali-kali belum juga berhasil masuk. Baru kali ini lihat aplikasi melebihi aplikasi perbankan.",1,Negatif
"Di satu sisi aplikasi ini bagus dan memudahkan dalam hal pindah faskes karna gak ribet harus datang ke kantor BPJS. Tapi ada kalanya aplikasinya sangat lola, seringkali muncul pop up *PERMINTAAN TIDAK DAPAT DIPROSES* ketika mengklik salah satu menu dan ini bisa berlangsung berjam-jam walaupun telah dicoba berulangkali",1,Negatif
"Sy mau pindah faskes 1 berhubung pilihan yg lalu terlalu jauh. Sudah lebih 3 bulan harusnya bisa pindah (sesuai aturan). Tapi saat klik perubahan data, kok gak kunjung bisa kebuka, selalu ditutup info persetujuan. Tapi pas klik syarat n persetujuan, jg gak bisa kebuka. What Happend ?",3,
"Banyak opsi menu yg jika kita tidak jadi lanjutkan, justru malah gak bisa kembali ke halaman beranda 🥲 stuck aja disitu kayak pas nyoba fitur autodebet.. ketika gak jadi pilih rekening, malah stuck gak bisa kembali ke beranda 😭 ttep disuruh menyelesaikan pendaftaran autodebet..",2,Negatif
"Verifikasi nomer hp enggak bisa, udah coba beberapa bpjs lainnya juga tetep kendala di verifikasi nomor telfon, padahal data udah sesuai semua yg ditulis di bpjs, tolong dong aplikasinya diperbaiki biar semua bisa memakainya dengan mudah. Trimakasih.",1,Negatif
"Update keseringan bukan solusi yang tepat, hp itu hanya untuk menampilkan hal yang simple, kalau kebanyakan fungsi yang diharusnya di web ditarik ke app, sudah lemot tambah lemot aplikasinya, semoga jadi bahan pertimbangan",1,Negatif
"Sulit sekali untuk mengakses dari login, hingga menu² setelah login. Tidak efisien. Membuang waktu, log in hingga lebih dari 10menit. Sangat sulit, padahal jaringan sudah bagus. Tolong g dipermudah. Jangan di buat berkali-kali dan gagal terus. Terima kasih",1,Negatif
"Alangkah baiknya app di launching setelah sempurna, menimbang CS yg rata-rata berusia +40 TIDAK BERJALAN DENGAN BAIK dengan app yg cukup bertele-tele, maksimalkan terlebih dahulu sebelum di publikasi, pertimbangan kendala bagi pengguna *MENYELURUH* mungkin tidak maksimal pada uji coba, perhatikan dampak negatif terhadap CS dengan registrasi yang rumit karena terkait dengan MEDICAL PUBLIC. Trms",1,Negatif
"Aplikasinya sudah cukup bagus, tapi sayangnya untuk kode OTP masih harus bayar, mahal lagi tarifnya, gak kayak apk² lain yg udah pada gratiss.. Beginilah produk yg katanya punya pemerintah, OTP aja harus bayar mahal.. Sangat kalah jauh sama produk² milik swasta atau bahkan perorangan yg menggunakan OTP secara gratis.. (jadi untuk terima OTP gak harus punya pulsa yg mencukupi).",2,Negatif
"Ini aplikasi gimana sih, pendafataran mentok di 90% pas pembayaran non bank gk bisa diakses sama sekali, trus selesaikan daftarnya kayak mana. Pergi ke kantornya diarahkan lagi ke aplikasi ini, pas ditanya malah disuruh coba trus. Ini gimana sih, soal naikin aj iuran aj cepat pelayanan kayak eek.",1,Negatif
"Aplikasi gak jelas. Padahal udh melakukan pendaftaran rujukan tingkat lanjut. Sudah bisa masuk cek in dpt no 004. ketika di lobi RS juga tdk ada masalah, sudah finger print juga. Tapi ketika di data ulang di poli malah katanya data belum terdaftar di bpjs. Alhasil, ikut daftar manual. Percuma antri dari jam 6 pagi. Kalo ujungnya dpt no antrian 47!",2,Negatif
"Aplikasi ini ribet dan ruwet, dulu sudah terdaftar diaplikasi yang lama semuanya OK. Tapi dengan aplikasi yang ini masuk ke aplikasi suruh daftar lagi sedangkan nmr hp sudah ganti, giliran masukin nmr hp jawabnya nmr anda yg terdaftar 08xxxxxx408 (nmr lama) . Sedangkan klo mau merubah data harus bisa masuk ke aplikasi, anehnya suruh daftar baru pengguna aplikasi baru pake nmr baru ga bisa. Aneh.......",2,Negatif
"Sejak update selalu gagal login, klik ""Lupa Password"" diminta OTP, tp OTP ga pernah dikirim, selalu dibilangnya Pulsa Tidak Mencukupi/Masa Tenggang, selain OTP lewat SMS seharusnya diberi pilihan OTP lewat email jg sehingga bisa mempermudah",1,Negatif
"Sangat sangat mempersulit ini aplikasi, code verifikasi sudah dikirim lebih dari sekali, dan pulsa sudah terpotong lebih dari sekali, tapi ketika code verifikasi dimasukkan, muncul notifikasi, maaf layana ini belum bisa digunakan. JADI NGAPAIN KAU KIRIM CODENYA KALAU TIDAK BISA DIGUNAKAN!!! APA GAK ADA LAGI ORANG IT DI NEGARA INI BISA MENYELESAIKAN MASALAH2 APLIKASI INI, ORANG BODOH JANGAN DIPERTAHANKAN LAH.",1,Negatif
"Apk bodoh banget, capek mau ganti nomor aja susah, verifikasi hanya lewat sms sedangkan nomor yg tercantum gatau nomor siapa mau ganti nomor udah sesuai prosedur lewat Pandawa, tapi belum juga ada kepastian, maunya apa capek banget, mana mau kontrol, jangan dipersulit dong, tolonglah, hidup udah sulit malah ketemu apk bodoh!",1,Negatif
"Menurut aku coba ubah ke versi terbaru tapi yg gak ribet, soalnya saya mau daftar ga bisa terus nunggu notifikasi pw lewat SMS ga muncul2 padahal jelas nomor telepon aktif dan betul, bisa g sih memberikan kemudahan dlm proses layanan",1,Negatif
hmmm.. knapa gak bisa.. pertama daftar (nomer hp sudah pernah di gunakan) padahal belum pernah pake.. dan baru instal APK ganti nomer 1nya.. nggak di kirim kode OTPnya Sampai minta beberapa kali nggak di kirim.. beli kartu perdana baru... nggak bisa lagi.. alasan ( tidak cukup pulsa untuk menerima pesan).. lalu mau gi mana lagi,1,Negatif
1.Mohon pembaharuan aplikasi tidak terlalu sering karena setelah diperbaharui harus mengisi nomor BPJS dan tentunya password 2.Apabila ada perintah upgrade pilihannya jangan batal atau setuju tapi nanti atau sekarang sehingga kalau pilihan nanti aplikasi tetap bisa dibuka tapi kalau pilihan batal aplikasi langsung ketutup 3.Bisa jadi mereka buka aplikasi ingin melihat informasi terlebih dahulu...terima kasih,5,Positif
"Setelah diperbaharui kok malah gk bsa digunakan. Lihat kartu aja muter2 terus, ujung2nya transaksi gagal, atau muncul perintah utk memperbaharui, pdhl sudah di versi yg paling baru. Maaf bintang satu dulu ya, semoga segera diperbaiki 👌",1,Negatif
"Aplikasi paling ribet banget trus2an disuruh login mulu padahal udah login, trus jawaban dev dari komen2 lain nya ga ada yang membantu sama sekali, nyuruh login pake no / email tapi tetap saja tidak bisa. tolong diperbaiki karna banyak bug dengan hal yang sama, masalahnya ini aplikasi penting masa iyah ada bug ga dibenerin tolong yah.",1,Negatif
"Jelek sekali aplikasinya. Sistem gak jelas, gangguan terus menerus, padahal buka apk lain buka browser biasa laancar jaya. Kontak wa PANDAWA juga sama lag nya. Pelayanan lambat sekali. Gak jelas arahannya",1,Negatif
Sangat buruk aplikasinya..padahal hp masih setelan pabrik..belum ada perubahan..tapi muncul notifikasi tidak bisa berjalan pada emulator..sangat aneh..aplikasi tidak layak di publikasikan udan di luncurkan ke masyarakat...,1,Negatif
Versi lama sy bs login dengan email. Versi baru yg hanya dengan no bpjs tdk bs login walaupun no perserta sdh terdaftar di versi lama. Aneh.... Mau daftar baru dicoba berkali2 tidak bisa. Kurang memuaskan versi yg baru ini.enakan versi lama.tp tidak bs digunakan dna harus di update.,1,Negatif
"Mau cek premi bulan ini gak bisa login, sudah di update, kolom login nya tidak mencantumkan email. Nyoba pakai nomor BPJS dan no HP, kode captcha gak muncul-muncul. Notif tidak ada jaringan selalu muncul, padahal sinyal Telkomsel fullbar dan 4G LTE, kuota masi 10Gb. Coba clear data dan mulai ulang aplikasi sudah berapa kali, hasilnya tetap sulit login. Aplikasi mentah begini sudah di up ke play store.",1,Negatif
"Sangat mempermudah, sy terbantu dgn adanya Jkn mobile ini. Pindah faskes pun ga perlu repot ke kantor cuma disayangkan knp lemot? Tiap buka menu selalu ""belum dapat diproses, tunggu beberapa saat lagi"". Sering sekali begitu, sangat menghambat. Mohon segera diperbaiki.",3,
"Aplikasi jelek, butut, nggak bisa daftar dengan alasan gangguan, padahal jaringan bagus ada pulsa juga, masih nggak bisa di pakai nggak tau lagi kalo nggak butuh malas banget mau download apk nya beneran bukan membantu malah menyusahkan",1,Negatif
"tidak bisa verifikasi akun sampai sekarang, sistemnya selalu eror. Bahkan kode otp kadang selalu tidak terkirim dan harus menunggu hingga 200 detik lebih untuk mengirim ulang, juga email harus pakai otp. seharusnya sistemnya di permudah namun dengan keamanan yang terjamin juga.",2,Negatif
"UI/UX nya bagus, mudah dipahami. Tapi sayangnya, Sering banget tiap login ada error ""aplikasi mobile JKN tidak bisa berjalan pada emulator dan dengan kondisi device tidak dilakukan Root"" padahal di aplikasi lain tidak pernah ada masalah. Akibatnya harus uninstall dan login berulang kali. Tolong sistemnya diperbaiki karena error seperti ini dapat menyusahkan orang yang belum paham teknologi. Padahal ini aplikasi kesehatan yang dipakai saat genting lho.",1,Negatif
"Aplikasi gak jelas, niat hati pengen bantu tetangga buat daftar ke rs, masuk lah 2 kali beda kartu bpjs. Ehhh pas keluar, gak bisa masuk lagi. Tulisannya ""perangkat anda sudah digunakan untuk login lebih dari 3 NIK yg berbeda"" Tolonglah, ini gimana gak bisa masuk lagi mana butuh banget buat daftar ke rs",2,Negatif
"Aplikasi sangat bintang 1, verifikasi lewat sms ga bisa terus sudah muncul kode dimasukkan suruh coba lagi, mau suruh sampe habis berapa puluh ribu pulsa astaghfirullahhhh, susah banget aplikasinya toolsnya tolong diperbaiki biar lebih singkat dan ringkas aja si. Jelek",1,Negatif
"Seharusnya semakin aplikasi di update, aplikasi semakin mudah digunakan, jika setelah di update justru banyak menu yang di kunci, tentunya akan membuat ratting turun.. cara membalas komentar pengguna pun (COPAS) menandakan admin aplikasi belum siap dengan semua komentar ini. Diminta pilih salah satu menu yang terkunci, lalu verifikasi dg no. Hp/email. Menu yang terkunci saja ga bisa di klik.. jika ada kesulitan diminta menghubungi bpjs, lah faktanya sulit di hubungi. Semoga bisa diperbaiki.",1,Negatif
"Teruntuk developer aplikasi, saya minta tolong agaar diperbaiki biar ga lemot, ampun ini aikasi lemot banget, padahal koneksi internet sangat baik spek hp juga baik pake buka aplikasi lain normal tp buka aplikasi mobile jkn lemot tiap klik fitur2nya lemot. Semoga bisa ditindaklanjuti.",1,Negatif
"Setelah di update, sering muncul ""tidak bisa diproses bla bla bla"", koneksi internet padahal 4G LITE, Full signal... Keluar/ Logout aplikasi, Login kembali tidak bisa , captcha tidak muncul... Signal Operator yg saya gunakan 4G LITE Full signal.... Mohon bantuannya....",2,Negatif
"Tolong dong yang bikin aplikasi kalo misal ada perbaikan simpen ke database lokal dulu baru di launching, kalopun mau di launching setidaknya lgsg cepet soalnya berasa ga guna ini aplikasi. Udh gabisa masuk, setelah masuk malah ga ada datanya. Developernya tolong bgt dong lgsg ditangani masalah kek gini, yakali ah udh punya bpjs pemerintahan aplikasi masih kek gini -_- kalo ada perbaikan jgn di masukin database publik, masukin ke database local baru ubah version 😤",1,Negatif
"Minta di update tapi malah hasinya jadi menyusahkan masayarakat, membuat bingung lebih baik menu sebelum nya yang gak ribet dan g membingungkan, sudah benar login akun sebelum nya tetap saja g bisa masuk, yg captcha salah setelah itu gantian pasword nya yg g sesuai🤦‍♀️🤦‍♀️ tolong di perbaiki kembali.",1,Negatif
"Aplikasinya MasyaaAllaah y, luar biasa nggak bisa dipakai. Susah sekali hanya untuk bisa masuk saja. Ini kan penting ya, keluhan juga sudah banyak, mengapa tidak ada perbaikan. Sekelas bpjs lho maintenace nya saya rasa sangat kurang. Jika yang mengeluh hanya satu/dua itu masih wajar. Tapi ini sudah sangat banyak. Dan apakah masih akan berdiam tanpa solusi? Kami dikejar harus mengunakan aplikasi, tapi aplikasinya sangat buruk. Yook mulai berbenah biar bisa lebih maju.",1,Negatif
"Aplikasi ini harus sesuai dengan data dukcapil sementara ada pilihan yg tidak fleksibel contohnya Hubungan Dalam Keluarga misalnya, di pilihan tulisannya ISTRI sementara admin dukcpi inputnya ISTERI otomatis ga akan sinkron. Saran di pilihan itu di buat pilihan untuk input manual soalnya orang dukcapil masih banyak yang bego bahasa Indonesia.",2,Negatif
"Makin di update makin jelek...ga bisa digunain sama sekali. Boro2 bisa sign in aplikasi, captha aja ga muncul ditambah muncul keterangan koneksi internet ga stabil segala. Biar koneksinya bagus kayaknya tiap beli kuota harus sama towernya sekalian, biar ga ada keterangan koneksi internet tidak stabil...",1,Negatif
Aplikasi nya sih membantu tapi sering banget eror terus terusan saat saat urgent mau di pakek sllu eror dan ada tulisan kembali or coba lagi!!! Berkali kali kayak gini terus😠😤😓😞 Ini bikin tensi naik. Tolong dong aplikasi nya di perbaiki yg benar dan jangan ada aror eror terus ya kedepannya thanks 🙏🏻. Kalau dah bener dan baik bintang sya tambah dah.,1,Negatif
"Aplikasi kalo memang masih terdapat bug di dalamnya tolong jangan di rilis , setidaknya di sempurnakan terlebih dahulu agar dapat mempermudah pemakainya . Proses lambat pusat bantuan kurang respons . Kalo terus terusan begini orang jadi malas menggunakan apl jkn yg ada orang jadi langsung ke kantor bpjs .",1,Negatif
Mendaftar akun tidak bisa...kode verifikasi tidak terkirim satupun ke nomor yg sudah diinput...puluhan kali coba pun tidak ada sms verifikasi yg masuk pdhl nomor aktif dan tidak dalam masa tenggang...sayangnya hanya bisa input nomor hp tidak ada opsi email atau WhatsApp yg mgkn lebih cepat prosesnya...mohon diperbaiki kualitas aplikasinya,1,Negatif
"Aplikasi tidak berguna bukannya membantu malah makin mempersulit , tolong sistemnya di perbaiki lagi harusnya lewat aplikasi itu lebih cepat bukan malah nge blank terus coba lagi setiap hari dicoba masih gabisa juga buat ganti kepesertaan jadi mandiri",1,Negatif
"Katanya melakukan data perubahan faskes per 3 bulan sekali... Saya pindahin sesuai domisili ktp saya,..Tapi ini kenapa saya coba dak bisa melulu selalu errroooorrr padahal sudah 2 bulan dicoba selalu errror lagi error lagi silahkan mencoba beberapa saat lagi capee deh..tolong dong aplikasinya diupdate lagi bukannya membantu malah menyusahkan gini",2,Negatif
aplikasi nya sangat mengecewakan tidak bisa di andalkan tiap mnta kode verivikasi selalu timeout padahal sekali mnta kode pake pulsa tolong tingkatkan lagi pelayanan nya karena sangat banyak yang membutuhkan jika tidak bisa ke kantor bpjs langsung tolong aplikasi nya di betulkan jangan mempersulit !!,2,Negatif
"Aplikasinya sangat tidak mudah, tambah canggih bukannya tambah mudah malah tambah ribet. mau daftar di aplikasinya saja sudah ribet. Saya 3 orang ibuk saya, buk de, saudara saya gak ada yang bisa daftar. Padahal pasien tetap, bukannya memudahkan pasien.",1,Negatif
Tolong aplikasinya diperbaiki lagi. Saya barusan daftar susah banget dapet kode otp nya padal jaringan bagus dan pulsa juga ada. Untuk proses verifikasinya juga susah udah nyoba lewat otp tapi susah juga sampe sekarang belum bisa verifikasi.,2,Negatif
"Aplikasi ini harus banyak perbaikan,kreterianya dan kerjanya sangattt jelek sekali untuk sebuah aplikasi yg nantinya digunakan hampir seluruh rakyat indonesia, ninerjanya lambat dan sering mengalami gangguan setiap saat, andaikata kita saat2 dalam keadaan darurat sangat belum bisa diandalkan , buat developer saya harap bisa ditingkatkan lebih bagus lagi mutu aplikasinya, biar alat atau aplikasi ini menjadi sesuatu yg memudahkan masyarakat banyak bukan malah bikin puyeng menunggu yg TDK pasti,",1,Negatif
Semenjak di updet bukan makin bagus malah bikin susah....Saya mau buka app malah disuruh masukin pin...Mau buat pin sendiri katanya pin secara otomatis masuk melalui SMS....Saya tunggu² gak ada SMS verivikasi yang masuk....Bagaimana saya bisa menggunakan aplikasinya Klo pin nya gak bisa masuk....,1,Negatif
"Selamat pagi aplikasi ini sangat membantu,sehingga tidak repot untuk datang ke kantor cabang lebih menghemat waktu.... Tetapi ada permasalahan di aplikasi tidak bisa di buka sudah update,hapus cahca.masih troble emulator dan root.",4,Positif
"Aplikasi ngebug atau gimana si dulu sebelum update gampang sekarang malah ga bisa log in, masuk pake nik sama no kartu tetep ga bisa, parah layanannya nih. ga bisa verifikasi via email / WA, dulu login pake email langsung masuk, mengecewakan.",1,Negatif
"aplikasi rusak, verifikasi wajah gagal terus, verifikasi nomor kode tidak di kirim, sudah punya akun suruh daftar lagi",1,Negatif
Tidak membantu sama sekali. Banyak terjadi trouble dulu pernah daftar antrean mau ganti tanggal ga bisa dibatalin. Sekarang mau kontrol surat rujukan masih berlaku tapi disistem 'anda belum memiliki rujukan'. Menyusahkan sekali,2,Negatif
"Mohon solusi nya min.. Saya mau daftar akun jkn mobile. tpi pas mau verifikasi no telp tiba"" keluar sendiri dri aplikasi nya dan itu trus ber ulang"" sampek skrang.. Dan ini sya juga blom bisa masuk ke apk nya.. Sya sudah pakek apk yg versi terbaru",2,Negatif
Ini aplikasi semakin susah di gunakan. Buat login gak bisa katanya belum kedaftar pas daftar ternyata no bpjs sudah terdaftar tapi buat login gak bisa. Ini bagaimana.???? Mau login gak bisa terus. Klau bisa aplikasi semakin lama itu semakin mudah di gunakan jangam kayak gini semakin susah.,1,Negatif
"Tolong di perbaiki kembali sistemnya saya sudah bisa log in tetapi selalu minta update, tetapi ketika akan di update tidak bisa karna di playstore tidak ada menu update, ketika saya buka masuk lg ke tampilan awal minta update balik lg ke playstore, begitu seterusnya dan ga bisa ngapain2 pdahal mau ubah data.",2,Negatif
"Tidak kompitable , padahal sudah lama pakai normal² saja. apk sekarang tidak mau diinstal dihp kentang alias jadul. Lha piye toh iki update versi kok milih². Vesi yg lama tidak bisa dipakai,harus update. Sedangkan diupdate Harus pakai smartphone terbaru dengan spek yg bagus. Itu artinya pengguna mobile JKN kedepannya bakal orang kaya semua yg pakai smartphone spek canggih. Mohon solusi untuk masyarakat menengah kebawah. Terimakasih",1,Negatif
"Buat aplikasi gak becus, mau daftar aja dipersulit. Sudah sesuai mengikuti langkah pendaftaran, malah stuck di laman pengisian no hp/email yang padahal sudah jelas-jelas isi dengan benar malah keluar tulisan salah mulu... Tekan no hp/email apabila lupa malah error.. udah gitu tiap ke RS/puskesmas selalu dibilang ""pakai aplikasi jkn nya ya bu.."" tapi kalau sulitnya gini ya sama ajalah pak/bu.. Padahal ya sinyal WiFi/data kuat + kecepatan download/upload pun kencang...",1,Negatif
"Ini kenapa verifikasi no telepon sulit sekali, nomor aktif semua, bahkan sudah sampai diganti ke nomor lain tapi semuanya tidak bisa. Padahal kuota, jaringan, pulsa juga ada dan lancar sekali. Pembayaran lancar, tapi pelayanan sama sekali tidak optimal",1,Negatif
"Aplikasi habis di update bukan nya tambah bagus malah tambah gajee,,, ini mau masuk ajah keterangan offline muluuu... Padahal sinyal bagus, wifi lancar,,, apalagi??? 😏😐 Mohon segera diperbaiki sangat meresahkan menurut saya,,,",1,Negatif
"Sudah sesuai arahan, klo terjadi kendala coba berkala dengan cara buka tutup aplikasi, jaringan juga bagus, coba daftar udah seminggu lebih tapi ttep gabisa, ga pernah dapet kode otp. Harusnya mempermudah, malah mempersulit",1,Negatif
"Saya udah berhasil ganti password, tapi waktu login masih dibilangin salah NIK sama passwordnya. Jadi sebenernya aplikasi ini gimana sistemnya? Kok berhasil ganti password tapi tetep nggk bisa login. Saya sudah tua jadi sudah cukup kesulitan memahami teknologi ini, tapi kalo memang terpaksa saya akan pelajarin, tapi kalo sistemnya JELEK BANGET kek ini malah lebih NYUSAHIN",1,Negatif
"aplikasi blm sempurna masih banyak bug... harusnya bisa lebih mudah.. gak harus datang ke kantor bpjs.. tapi aplikasi ini masih aja loding lama... sering error koneksi.. NB: Sekarang aplikasi Sudah semakin membaik, semoga kedepan semakin lancar..",4,Positif
"kenapa disetiap memasukkan No KK saat pencarian di form pendaftaran selalu suruh login untuk menambahkan anggota, kemudian coba login malah disuruh daftar. Diputer"" dah. Coba daftar masukkan pakai NIK bisa, tapi buat tambah form anggota, NIK tidak ditemukan, seharusnya No KK yang diisi tetapi balik lagi seperti diatas selalu suruh login tapi belum pernah daftar.",2,Negatif
"Aplikasi nya pas digunakan selalu transaksi blm bsa di proses / ga koneksi internet ga stabil, pdahal sinyal saya full, dan saya udh bolak balik 5x bgtu trus. Tolong aplikasi nya diperbaiki lg, biar orang yg mau memperbaiki data cepet selesai, ga nunggu lama. Dan aplikasi udh di update di versi yg terbaru ya, jadi jangan alasan suruh update versi yg terbaru !",1,Negatif
"Ini kenapa yah tiba tiba logout, pas mau login ko ga bisa, udah masukin nik atau no kartu JKN, udah masukin nomor nya juga, udah masukin password, udah masukin captcha nya, tapi ttep gabisa masuk, tulisan nya ""captcha yang anda masukan salah"" udah berulang kali nyoba ttep gabisa, kenapa ini? Lagi urgent padahal, bukannya mempermudah malah mempersulit.",2,Negatif
"Setiap login selalu password salah keterangannya, padahal baru ganti password. Kalo setiap login baru harus pilih lupa password terus gak efisien jadinya. Sudah banyak aplikasi pemerintahan yg rata² ratingnya rendah. Tolong segera diperbaiki kualitas layanannya",1,Negatif
"Aplikasinya bagus sih tapi masih ada yg kurang,cara pembayaran non bank,coba ditambahkan fitur nya,pembayarannya melalui dana biar mudah bayarnya. Tolong ditingkatkan lagi Ya 👍gan. Sementara ini dikasih 3 bintang dulu,kalau udah diupdate,nanti kukasih 5 bintang deh.",3,
"Saya mau berobat sudah isi data di pendaftaran pelayanan, namun ada notif mengatakan no rekam medis saya blm ada di faskes tujuan untuk itu perlu daftar sebagai pasien baru, namun saat meng-klik 'setuju' ada notif lagi data anda sudah dientrikan, dari dua hari yg lalu sampe sekarang. Jadi gmn mau berobat -__-",1,Negatif
"Setiap buka aplikasi ini selalu minta perbarui. Dan setelah diperbarui malah gk bisa dibuka ada warning ""demi menjaga keamanan aplikasi mobile JKN tidak bisa berjalan pada emulator"" ini aplikasi bikin emosi. Dan jawaban dr sekian komplain sama aja tetep g ada perbaikan. Solusi nya gimana coba??",1,Negatif
"Orang kantor bilang Kalo apa2 suruh lewat aplikasi. Lha ini aplikasi ga bisa di gunain. Login gabisa, perbaiki data susah, apa2 serba di persulit. Sok sokan apa2 lewat online tapi aplikasi ga mendukung, perbaiki woiii, sinyal udah bagus aplikasi ga bisa dipake. Aneh aneeehhhhh blok",1,Negatif
"Tolong diperbaiki lagi sistemnya, dikarenakan OTP sms tidak masuk terus sudah dicoba berkali-kali dengan segala cara, padahal pulsa tersedia dan nomor hp pun aktif(Axis). Saran kedepannya bisa ditambah dengan metode OTP lain selain sms, terima kasih",1,Negatif
"desain aplikasinya bagus tetapi sistemnya jelek banget, pas mau pendaftaran akun baru dan registrasi katanya nomor hp nya tidak sesuailah. tetapi kode otpnya sudah ada terkirim wkwkwk, niatnya mau bantu supaya cepat dapat antrian online malahan mempersulit juga. sudah itu bikin habis pulsa aja wkwkwk, dimohon untuk tingkatkan sistemnya admin soalnya ini aplikasi dari pemerintah",1,Negatif
"Pembaruan aplikasi ini kenapa catatan pembayaran dihilangkan? Padahal sangat membantu untuk melihat kapan kita membayar dan mengecek tagihan juga. Tolong diperbaiki!!! Dan jangan ada tulisan ""transaksi tidak dapat diproses"" lagi!!!! Diperbaharui malah jadi jelek👎",1,Negatif
